StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2022-01-03T08:15+00:00Z,2022-01-03T08:30+00:00Z,10Y1001A1001A83F,MAW,B19,35639
2022-01-03T08:30+00:00Z,2022-01-03T08:45+00:00Z,10Y1001A1001A83F,MAW,B19,35557
2022-01-03T08:45+00:00Z,2022-01-03T09:00+00:00Z,10Y1001A1001A83F,MAW,B19,35575
2022-01-03T09:00+00:00Z,2022-01-03T09:15+00:00Z,10Y1001A1001A83F,MAW,B19,35838
2022-01-03T09:15+00:00Z,2022-01-03T09:30+00:00Z,10Y1001A1001A83F,MAW,B19,35964
2022-01-03T09:30+00:00Z,2022-01-03T09:45+00:00Z,10Y1001A1001A83F,MAW,B19,36039
2022-01-03T09:45+00:00Z,2022-01-03T10:00+00:00Z,10Y1001A1001A83F,MAW,B19,36167
2022-01-03T10:00+00:00Z,2022-01-03T10:15+00:00Z,10Y1001A1001A83F,MAW,B19,36427
2022-01-03T10:15+00:00Z,2022-01-03T10:30+00:00Z,10Y1001A1001A83F,MAW,B19,36648
2022-01-03T10:30+00:00Z,2022-01-03T10:45+00:00Z,10Y1001A1001A83F,MAW,B19,36951
2022-01-03T10:45+00:00Z,2022-01-03T11:00+00:00Z,10Y1001A1001A83F,MAW,B19,36757
2022-01-03T11:00+00:00Z,2022-01-03T11:15+00:00Z,10Y1001A1001A83F,MAW,B19,36567
2022-01-03T11:15+00:00Z,2022-01-03T11:30+00:00Z,10Y1001A1001A83F,MAW,B19,36109
2022-01-03T11:30+00:00Z,2022-01-03T11:45+00:00Z,10Y1001A1001A83F,MAW,B19,36185
2022-01-03T11:45+00:00Z,2022-01-03T12:00+00:00Z,10Y1001A1001A83F,MAW,B19,35980
2022-01-03T12:00+00:00Z,2022-01-03T12:15+00:00Z,10Y1001A1001A83F,MAW,B19,35769
2022-01-03T12:15+00:00Z,2022-01-03T12:30+00:00Z,10Y1001A1001A83F,MAW,B19,35582
2022-01-03T12:30+00:00Z,2022-01-03T12:45+00:00Z,10Y1001A1001A83F,MAW,B19,35519
2022-01-03T12:45+00:00Z,2022-01-03T13:00+00:00Z,10Y1001A1001A83F,MAW,B19,35163
2022-01-03T13:00+00:00Z,2022-01-03T13:15+00:00Z,10Y1001A1001A83F,MAW,B19,34717
2022-01-03T13:15+00:00Z,2022-01-03T13:30+00:00Z,10Y1001A1001A83F,MAW,B19,34411
